,Amenaza,Repeticiones,%_Aparicion_dataset
2120,"salmonella,cadmium,high count of hyphomycetes",1,1.6255933415696728e-05
2121,"unauthorised substance omethoate,unauthorised substance profenofos,unauthorised substance prothiofos",1,1.6255933415696728e-05
2122,unauthorised novel food ingredient mulberry leaves,1,1.6255933415696728e-05
2123,"prohibited substance chloramphenicol,trimethoprim unauthorised",1,1.6255933415696728e-05
2124,"too high content of colour e 102 - tartrazine,too high content of colour e 110 - sunset yellow fcf,unauthorised use of colour e 127 - erythrosine,undeclared colour e 133 - brilliant blue fcf",1,1.6255933415696728e-05
2125,"salmonella enterica ser. elisabethville,salmonella enterica ser. münster",1,1.6255933415696728e-05
2126,"unauthorised substance crystal violet,unauthorised substance leucomalachite green,unauthorised substance malachite green",1,1.6255933415696728e-05
2127,salmonella enterica ser. suelldorf,1,1.6255933415696728e-05
2128,"insufficient labelling,too high content of cobalt",1,1.6255933415696728e-05
2129,"benzo(a)pyrene,too high content of fluoride,unsuitable organoleptic characteristics,volatile organic compounds",1,1.6255933415696728e-05
2130,"thiamethoxam,unauthorised substance acephate,unauthorised substance methamidophos",1,1.6255933415696728e-05
2131,"bacillus cereus,bacillus spp.,clostridium perfringens,aerobic plate count too high",1,1.6255933415696728e-05
2132,"methomyl,thiophanate-methyl",1,1.6255933415696728e-05
2133,"milk ingredient undeclared,suspicion of fraud",1,1.6255933415696728e-05
2134,"salmonella enterica ser. agona,too high count of escherichia coli",1,1.6255933415696728e-05
2135,"aflatoxins,unauthorised substance carbofuran",1,1.6255933415696728e-05
2136,"benzo(a)anthracene,benzo(a)pyrene,benzo(b)fluoranthen,chrysene,polycyclic aromatic hydrocarbons",1,1.6255933415696728e-05
2137,trichloroethene,1,1.6255933415696728e-05
2138,"sulfadimethoxine unauthorised,sulfadimidine unauthorised,sulfathiazole unauthorised",1,1.6255933415696728e-05
2139,"lactose undeclared,milk ingredient undeclared,soya undeclared",1,1.6255933415696728e-05
2140,unauthorised substance molybdenum chelate,1,1.6255933415696728e-05
2141,"prohibited substance nitrofuran (metabolite) furazolidone (aoz),tylosin unauthorised",1,1.6255933415696728e-05
2142,"salmonella,salmonella enterica ser. barmbek,salmonella enterica ser. kalamu",1,1.6255933415696728e-05
2143,"migration of 2-ethyl hexyl palmitate and stearate (ehol),migration of epoxidised soybean oil (esbo)",1,1.6255933415696728e-05
2144,unauthorised substance isopropyloctopamine,1,1.6255933415696728e-05
2145,"benzo(a)anthracene,benzo(a)pyrene,chrysene,polycyclic aromatic hydrocarbons",1,1.6255933415696728e-05
2146,"too high content of colour e 129 - allura red ac,unauthorised use of colour e 127 - erythrosine",1,1.6255933415696728e-05
2147,"salmonella enterica ser. bovismorbificans,foodborne outbreak suspected",1,1.6255933415696728e-05
2148,"imidacloprid,pyridaben",1,1.6255933415696728e-05
2149,"incorrect labelling,infested with insects",1,1.6255933415696728e-05
2150,"chlorpyrifos,diazinon,imidacloprid,methomyl",1,1.6255933415696728e-05
2151,"unauthorised use of colour e 102 - tartrazine,unauthorised use of colour e 110 - sunset yellow fcf,unauthorised use of colour e 133 - brilliant blue fcf,undeclared colour e 129 - allura red ac",1,1.6255933415696728e-05
2152,"salmonella enterica ser. enteritidis,salmonella enterica ser. napoli",1,1.6255933415696728e-05
2153,"unauthorised novel food ingredient mucuna pruriens,unauthorised substance 5-hydroxytryptophan (5-htp),unauthorised substance melatonin",1,1.6255933415696728e-05
2154,"salmonella enterica ser. enteritidis,salmonella enterica ser. indiana,salmonella enterica ser. virchow",1,1.6255933415696728e-05
2155,hymexazol,1,1.6255933415696728e-05
2156,salmonella enterica ser. bochum,1,1.6255933415696728e-05
2157,"too high content of e 210 - benzoic acid,too high content of e 211 - sodium benzoate",1,1.6255933415696728e-05
2158,"salmonella enterica ser. potsdam,salmonella enterica ser. wandsworth",1,1.6255933415696728e-05
2159,salmonella enterica ser. hartford,1,1.6255933415696728e-05
2160,"prochloraz,unauthorised substance carbendazim,unauthorised substance flusilazole",1,1.6255933415696728e-05
2161,"nitrite unauthorised,sulphite unauthorised,unauthorised use of colour e 120 - carmines",1,1.6255933415696728e-05
2162,"metal pieces,pieces of wood",1,1.6255933415696728e-05
2163,"salmonella enterica ser. typhimurium,enterotoxin producing bacillus cereus",1,1.6255933415696728e-05
2164,"salmonella enterica ser. meleagridis,salmonella enterica ser. typhimurium monophasic",1,1.6255933415696728e-05
2165,"unauthorised colour gardenia yellow,unauthorised colour flavonoid",1,1.6255933415696728e-05
2166,"pseudomonas aeruginosa,salmonella enterica ser. aarhus",1,1.6255933415696728e-05
2167,"acetamiprid,bifenthrin,chlorpyrifos,imidacloprid,lambda-cyhalothrin",1,1.6255933415696728e-05
2168,"3-monochlor-1,2-propanediol (3-mcpd),glycidyl esters,peanut undeclared",1,1.6255933415696728e-05
2169,"dimethoate,unauthorised substance dichlorvos,unauthorised substance omethoate,unauthorised substance trichlorfon",1,1.6255933415696728e-05
2170,"imazalil,thiabendazole",1,1.6255933415696728e-05
2171,"atropine,presence of thorn-apple (datura stramonium l) seeds",1,1.6255933415696728e-05
2172,"salmonella enterica ser. saintpaul,salmonella enterica ser. anatum",1,1.6255933415696728e-05
2173,"insufficient labelling,unauthorised substance sildenafil",1,1.6255933415696728e-05
2174,"unauthorised substance synephrine,unauthorised substance theobromine",1,1.6255933415696728e-05
2175,"salmonella enterica ser. enteritidis,foodborne outbreak suspected,high aerobic plate count,high count of enterobacteriaceae",1,1.6255933415696728e-05
2176,"salmonella,salmonella enterica ser. agona,salmonella enterica ser. mbandaka",1,1.6255933415696728e-05
2177,"salmonella,salmonella enterica ser. brancaster,salmonella enterica subsp. salamae (ii)",1,1.6255933415696728e-05
2178,"salmonella enterica ser. indiana,salmonella enterica ser. virchow",1,1.6255933415696728e-05
2179,"salmonella enterica ser. chester,salmonella enterica ser. harrisonburg,salmonella enterica ser. winslow",1,1.6255933415696728e-05
2180,"histamine,too high count of aerobic mesophiles",1,1.6255933415696728e-05
2181,"fraud - expiry dates changed,illegal trade",1,1.6255933415696728e-05
2182,"colistin unauthorised,tetracycline unauthorised",1,1.6255933415696728e-05
2183,"unauthorised substance fipronil,unauthorised substance monocrotophos",1,1.6255933415696728e-05
2184,aureobasidium,1,1.6255933415696728e-05
2185,"residue level above mrl for dexamethasone,unauthorised substance triamcinolone acetonide",1,1.6255933415696728e-05
2186,"listeria monocytogenes,salmonella enterica ser. senftenberg,vibrio parahaemolyticus",1,1.6255933415696728e-05
2187,"acetamiprid,metalaxyl,unauthorised substance carbendazim,unauthorised substance fipronil,unauthorised substance triazophos",1,1.6255933415696728e-05
2188,"dead insects,poor state of preservation",1,1.6255933415696728e-05
2189,"pyridaben,unauthorised substance chlorfenapyr",1,1.6255933415696728e-05
2190,"salmonella enterica ser. infantis,salmonella enterica ser. panama",1,1.6255933415696728e-05
2191,"unauthorised substance diafenthiuron,unauthorised substance ethion,unauthorised substance propargite,unauthorised substance triazophos",1,1.6255933415696728e-05
2192,"infested with moulds,stones",1,1.6255933415696728e-05
2193,"egg undeclared,milk ingredient undeclared,soya undeclared,wheat undeclared",1,1.6255933415696728e-05
2194,"prohibited substance gamma - hch,prohibited substance heptachlor",1,1.6255933415696728e-05
2195,"unauthorised novel food ingredient sceletium tortuosum extract,unauthorised novel food ingredient agmatine sulphate,unauthorised novel food ingredient glycine-betaine",1,1.6255933415696728e-05
2196,salmonella enterica ser. drypool,1,1.6255933415696728e-05
2197,"altered organoleptic characteristics,parasitic infestation with anisakis",1,1.6255933415696728e-05
2198,"bifenthrin,unauthorised substance acephate,unauthorised substance endosulfan,unauthorised substance ethion,unauthorised substance methamidophos,unauthorised substance profenofos,unauthorised substance triazophos",1,1.6255933415696728e-05
2199,"bulging packaging,damaged packaging,infested with insects,infested with larvae of insects",1,1.6255933415696728e-05
2200,"salmonella enterica ser. typhimurium monophasic,high count of escherichia coli",1,1.6255933415696728e-05
2201,possible presence of plastic,1,1.6255933415696728e-05
2202,"salmonella enterica ser. give,unauthorised substance ethion,unauthorised substance triazophos",1,1.6255933415696728e-05
2203,unfounded,1,1.6255933415696728e-05
2204,"e 211 - sodium benzoate unauthorised,e 451(i) - pentapotassium triphosphate unauthorised",1,1.6255933415696728e-05
2205,"aldicarb,methiocarb,unauthorised substance carbaryl",1,1.6255933415696728e-05
2206,"undeclared colour e 102 - tartrazine,undeclared colour e 122 - azorubine,undeclared colour e 124 - ponceau 4r / cochineal red a,undeclared colour e 129 - allura red ac",1,1.6255933415696728e-05
2207,"absence of certified analytical report,absence of health certificate(s),infested with moulds",1,1.6255933415696728e-05
2208,"salmonella,verotoxin producing escherichia coli",1,1.6255933415696728e-05
2209,unauthorised bacteria culture,1,1.6255933415696728e-05
2210,"cyfluthrin,unauthorised substance chlorpyrifos",1,1.6255933415696728e-05
2211,unauthorised feed additive flavophospholipol,1,1.6255933415696728e-05
2212,"salmonella enterica ser. indiana,salmonella enterica ser. lexington,salmonella enterica ser. anatum",1,1.6255933415696728e-05
2213,"salmonella enterica ser. enteritidis,salmonella enterica ser. hadar multiresistant",1,1.6255933415696728e-05
2214,"dimethoate,methomyl,oxamyl",1,1.6255933415696728e-05
2215,"arcanobacterium pyogenes,abscesses,beta hemolytic streptococci",1,1.6255933415696728e-05
2216,salmonella enterica ser. baguida,1,1.6255933415696728e-05
2217,"dimethoate,unauthorised substance monocrotophos,unauthorised substance phorate",1,1.6255933415696728e-05
2218,"salmonella enterica ser. bovismorbificans,salmonella enterica ser. ohio",1,1.6255933415696728e-05
2219,unauthorised substance bis (picolinato) oxo vanadium,1,1.6255933415696728e-05
2220,unauthorised novel food ingredient bombyx mori,1,1.6255933415696728e-05
2221,unauthorised substance piperidenafil,1,1.6255933415696728e-05
2222,"chlorpyrifos,difenoconazole,pyridaben,unauthorised substance fenpropathrin,unauthorised substance hexaconazole,unauthorised substance profenofos,unauthorised substance propargite",1,1.6255933415696728e-05
2223,"inner coating peeling off,unsuitable organoleptic characteristics",1,1.6255933415696728e-05
2224,traces of cashew nut,1,1.6255933415696728e-05
2225,"tetrahydrocannabinol (thc),unauthorised novel food ingredient cannabidiol (cbd),unauthorised novel food ingredient zeolite",1,1.6255933415696728e-05
2226,"unauthorised substance carbendazim,unauthorised substance omethoate",1,1.6255933415696728e-05
2227,"insufficient labelling,too high content of colour e 110 - sunset yellow fcf",1,1.6255933415696728e-05
2228,"chlorantraniliprole,chlorothalonil,tebuconazole,trifloxystrobin",1,1.6255933415696728e-05
2229,reclassification,1,1.6255933415696728e-05
2230,"salmonella enterica ser. indiana,too high count of enterobacteriaceae",1,1.6255933415696728e-05
2231,imitation,1,1.6255933415696728e-05
2232,salmonella enterica ser. gabon,1,1.6255933415696728e-05
2233,"salmonella enterica ser. blockley,salmonella enterica ser. typhimurium dt 104 - multiresistant",1,1.6255933415696728e-05
2234,"salmonella,salmonella enterica ser. lexington",1,1.6255933415696728e-05
2235,"citrulline malate unauthorised,high content of caffeine,unauthorised novel food ingredient mucuna pruriens,unauthorised novel food ingredient agmatine sulphate,unauthorised novel food ingredient creatine derivative,unauthorised substance 1,3-dimethylbutylamine (nor-dmaa),unauthorised substance n-acetyl tyrosine,unauthorised substance beta-alanine",1,1.6255933415696728e-05
2236,"bacterial contamination,unauthorised",1,1.6255933415696728e-05
2237,unauthorised use of colour e 162 - betanin,1,1.6255933415696728e-05
2238,"e 200 - sorbic acid unauthorised,e 200 - sorbic acid undeclared",1,1.6255933415696728e-05
2239,unauthorised substance chromium nicotinate,1,1.6255933415696728e-05
2240,"aminoglycosides unauthorised,sulfonamide unauthorised",1,1.6255933415696728e-05
2241,"microbial contamination,too high content of nitrate",1,1.6255933415696728e-05
2242,"cadmium,unsuitable transport conditions",1,1.6255933415696728e-05
2243,"clofentezine,unauthorised substance procymidone",1,1.6255933415696728e-05
2244,"bacillus cereus,enterococcus",1,1.6255933415696728e-05
2245,"pyrrolizidine alkaloids,unauthorised placing on the market",1,1.6255933415696728e-05
2246,"salmonella enterica ser. augustenborg,vibrio parahaemolyticus",1,1.6255933415696728e-05
2247,"cypermethrin,unauthorised substance acephate,unauthorised substance methamidophos",1,1.6255933415696728e-05
2248,"salmonella enterica ser. alachua,salmonella enterica ser. isangi",1,1.6255933415696728e-05
2249,unauthorised feed additive silica aerogel,1,1.6255933415696728e-05
2250,"too high content of e 202 - potassium sorbate,too high content of e 211 - sodium benzoate",1,1.6255933415696728e-05
2251,suspicion of african swine fever virus,1,1.6255933415696728e-05
2252,"unauthorised ingredient,unauthorised substance n-acetylcysteine",1,1.6255933415696728e-05
2253,salmonella enterica ser. veneziana,1,1.6255933415696728e-05
2254,"high count of enterobacteriaceae,high count of escherichia coli,incorrect labelling",1,1.6255933415696728e-05
2255,"boscalid,kresoxim-methyl,triadimenol,unauthorised substance endosulfan",1,1.6255933415696728e-05
2256,"cotinine,unauthorised substance nicotine",1,1.6255933415696728e-05
2257,"salmonella enterica ser. mbandaka,salmonella enterica ser. paratyphi b",1,1.6255933415696728e-05
2258,"chlorpyrifos,fenvalerate",1,1.6255933415696728e-05
2259,"vibrio alginolyticus,vibrio cholerae,vibrio parahaemolyticus",1,1.6255933415696728e-05
2260,"unauthorised substance iprodione,unauthorised substance procymidone",1,1.6255933415696728e-05
2261,"unauthorised novel food ingredient hoodia gordonii,unauthorised novel food ingredient tuckahoe (peltranda virgilica)",1,1.6255933415696728e-05
